,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_criterion,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
707,0.22320013046264647,0.004160332827789204,0.018374538421630858,0.00035141163269430075,,gini,30,100,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 30, 'n_estimators': 100}",0.9185185185185185,0.9037037037037037,0.8962962962962963,0.9107806691449815,0.8810408921933085,0.9020680159713617,0.012842566068513264,18
723,0.22343530654907226,0.006864185856661012,0.018201398849487304,0.0002026824036123926,,gini,34,100,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 34, 'n_estimators': 100}",0.9185185185185185,0.9037037037037037,0.9,0.9033457249070632,0.8847583643122676,0.9020652622883105,0.010759439959767905,19
706,0.11365814208984375,0.0027196518005810667,0.0102813720703125,0.0002757210581250797,,gini,30,50,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 30, 'n_estimators': 50}",0.9222222222222223,0.9,0.9037037037037037,0.8996282527881041,0.8847583643122676,0.9020625086052597,0.011989332986550331,20
762,0.11391410827636719,0.001973088000919784,0.01067652702331543,0.001072304618163284,,gini,44,50,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 44, 'n_estimators': 50}",0.9222222222222223,0.9,0.9037037037037037,0.9070631970260223,0.8773234200743495,0.9020625086052595,0.014494073976888868,21
710,0.1142333984375,0.004610389749386827,0.011272192001342773,0.0016816932989080393,,gini,31,50,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 31, 'n_estimators': 50}",0.9222222222222223,0.9037037037037037,0.9,0.9107806691449815,0.8736059479553904,0.9020625086052595,0.016119203971858696,21
778,0.11333904266357422,0.0031824840246388376,0.009977245330810547,0.000327232139347458,,gini,48,50,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 48, 'n_estimators': 50}",0.9222222222222223,0.9,0.9037037037037037,0.9070631970260223,0.8773234200743495,0.9020625086052595,0.014494073976888868,21
782,0.11391234397888184,0.003494824492251607,0.009945344924926759,8.254688895024987e-05,,gini,49,50,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 49, 'n_estimators': 50}",0.9222222222222223,0.9,0.9037037037037037,0.9070631970260223,0.8773234200743495,0.9020625086052595,0.014494073976888868,21
727,0.22842741012573242,0.008725377995832352,0.02016792297363281,0.0016340669645862687,,gini,35,100,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 35, 'n_estimators': 100}",0.9148148148148149,0.9111111111111111,0.9,0.9033457249070632,0.8810408921933085,0.9020625086052595,0.011766966162663676,21
758,0.11307406425476074,0.002325721847204924,0.010067033767700195,0.00021383588908003797,,gini,43,50,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 43, 'n_estimators': 50}",0.9222222222222223,0.9,0.9037037037037037,0.9070631970260223,0.8773234200743495,0.9020625086052595,0.014494073976888868,21
774,0.11791234016418457,0.0051057249579484305,0.010619401931762695,0.0005929171624091365,,gini,47,50,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 47, 'n_estimators': 50}",0.9222222222222223,0.9,0.9037037037037037,0.9070631970260223,0.8773234200743495,0.9020625086052595,0.014494073976888868,21
738,0.11025514602661132,0.0013188098098249354,0.00991816520690918,9.456420240478894e-05,,gini,38,50,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 38, 'n_estimators': 50}",0.9222222222222223,0.9,0.9037037037037037,0.9070631970260223,0.8773234200743495,0.9020625086052595,0.014494073976888868,21
742,0.11412515640258789,0.004111125317693771,0.009983587265014648,0.00017281452266343014,,gini,39,50,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 39, 'n_estimators': 50}",0.9222222222222223,0.9,0.9037037037037037,0.9070631970260223,0.8773234200743495,0.9020625086052595,0.014494073976888868,21
770,0.11520829200744628,0.0050165948406431776,0.011451530456542968,0.002198712353635177,,gini,46,50,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 46, 'n_estimators': 50}",0.9222222222222223,0.9,0.9037037037037037,0.9070631970260223,0.8773234200743495,0.9020625086052595,0.014494073976888868,21
